school,dist.n,schoolyr,absences_all,absences_ill,student_days,absence_rate_all,absence_rate_ill
Parker Elementary,1,2016-17,15,10,184,0.08152173913043478,0.05434782608695652
Peralta Elementary,1,2011-12,9,8,453,0.019867549668874173,0.017660044150110375
Peralta Elementary,1,2012-13,9,9,441,0.02040816326530612,0.02040816326530612
Peralta Elementary,1,2013-14,12,10,263,0.045627376425855515,0.03802281368821293
Peralta Elementary,1,2014-15,17,17,374,0.045454545454545456,0.045454545454545456
Peralta Elementary,1,2015-16,5,5,216,0.023148148148148147,0.023148148148148147
Peralta Elementary,1,2016-17,6,6,209,0.028708133971291867,0.028708133971291867
Peres Elementary,0,2011-12,31,12,685,0.04525547445255475,0.017518248175182483
Peres Elementary,0,2012-13,34,18,682,0.04985337243401759,0.026392961876832845
Peres Elementary,0,2013-14,18,4,487,0.03696098562628337,0.008213552361396304
Peres Elementary,0,2014-15,35,16,617,0.05672609400324149,0.02593192868719611
Peres Elementary,0,2015-16,12,6,349,0.034383954154727794,0.017191977077363897
Peres Elementary,0,2016-17,35,19,390,0.08974358974358974,0.04871794871794872
Piedmont Avenue Elementary,1,2011-12,34,20,519,0.06551059730250482,0.038535645472061654
Piedmont Avenue Elementary,1,2012-13,22,11,482,0.04564315352697095,0.022821576763485476
Piedmont Avenue Elementary,1,2013-14,9,7,348,0.02586206896551724,0.020114942528735632
Piedmont Avenue Elementary,1,2014-15,23,9,465,0.04946236559139785,0.01935483870967742
Piedmont Avenue Elementary,1,2015-16,13,10,224,0.05803571428571429,0.044642857142857144
Piedmont Avenue Elementary,1,2016-17,18,13,213,0.08450704225352113,0.06103286384976526
PLACE @ Prescott,1,2011-12,22,22,249,0.08835341365461848,0.08835341365461848
PLACE @ Prescott,1,2012-13,9,7,239,0.03765690376569038,0.029288702928870293
PLACE @ Prescott,1,2013-14,10,10,212,0.04716981132075472,0.04716981132075472
PLACE @ Prescott,1,2014-15,15,14,261,0.05747126436781609,0.05363984674329502
PLACE @ Prescott,1,2015-16,11,7,159,0.06918238993710692,0.0440251572327044
PLACE @ Prescott,1,2016-17,11,5,126,0.0873015873015873,0.03968253968253968
Reach Academy,1,2011-12,43,24,408,0.1053921568627451,0.058823529411764705
Reach Academy,1,2012-13,36,17,417,0.08633093525179857,0.0407673860911271
Reach Academy,1,2013-14,23,9,313,0.07348242811501597,0.02875399361022364
Reach Academy,1,2014-15,42,17,524,0.08015267175572519,0.03244274809160305
Reach Academy,1,2015-16,22,8,244,0.09016393442622951,0.03278688524590164
Reach Academy,1,2016-17,25,15,249,0.10040160642570281,0.060240963855421686
Redwood Heights Elementary,1,2011-12,22,15,468,0.04700854700854701,0.03205128205128205
Redwood Heights Elementary,1,2012-13,17,13,455,0.03736263736263736,0.02857142857142857
Redwood Heights Elementary,1,2013-14,13,9,296,0.04391891891891892,0.030405405405405407
Redwood Heights Elementary,1,2014-15,17,9,445,0.038202247191011236,0.020224719101123594
Redwood Heights Elementary,1,2015-16,9,5,203,0.04433497536945813,0.024630541871921183
Redwood Heights Elementary,1,2016-17,8,6,248,0.03225806451612903,0.024193548387096774
RISE Community School,1,2011-12,37,17,448,0.08258928571428571,0.03794642857142857
RISE Community School,1,2012-13,39,16,427,0.09133489461358314,0.03747072599531616
RISE Community School,1,2013-14,18,11,267,0.06741573033707865,0.04119850187265917
RISE Community School,1,2014-15,19,6,351,0.05413105413105413,0.017094017094017096
RISE Community School,1,2015-16,7,5,206,0.03398058252427184,0.024271844660194174
RISE Community School,1,2016-17,7,4,171,0.04093567251461988,0.023391812865497075
Riverside Elementary,0,2011-12,20,12,535,0.037383177570093455,0.022429906542056073
Riverside Elementary,0,2012-13,22,9,579,0.037996545768566495,0.015544041450777202
Riverside Elementary,0,2013-14,13,6,385,0.033766233766233764,0.015584415584415584
Riverside Elementary,0,2014-15,21,12,505,0.041584158415841586,0.023762376237623763
Riverside Elementary,0,2015-16,9,6,260,0.03461538461538462,0.023076923076923078
Riverside Elementary,0,2016-17,16,12,243,0.06584362139917696,0.04938271604938271
Sankofa Academy,1,2011-12,12,7,263,0.045627376425855515,0.026615969581749048
Sankofa Academy,1,2012-13,15,9,373,0.040214477211796246,0.024128686327077747
Sankofa Academy,1,2013-14,26,15,266,0.09774436090225563,0.05639097744360902
Sankofa Academy,1,2014-15,26,9,327,0.07951070336391437,0.027522935779816515
Sankofa Academy,1,2015-16,10,4,166,0.060240963855421686,0.024096385542168676
Sankofa Academy,1,2016-17,10,5,125,0.08,0.04
Sequoia Elementary,1,2011-12,19,13,488,0.0389344262295082,0.02663934426229508
Sequoia Elementary,1,2012-13,18,16,515,0.03495145631067961,0.031067961165048542
Sequoia Elementary,1,2013-14,17,10,396,0.04292929292929293,0.025252525252525252
Sequoia Elementary,1,2014-15,18,11,501,0.03592814371257485,0.021956087824351298
Sequoia Elementary,1,2015-16,10,8,247,0.04048582995951417,0.032388663967611336
Sequoia Elementary,1,2016-17,13,6,290,0.04482758620689655,0.020689655172413793
Shannon Elementary,0,2011-12,28,19,368,0.07608695652173914,0.051630434782608696
Shannon Elementary,0,2012-13,30,14,386,0.07772020725388601,0.03626943005181347
Shannon Elementary,0,2013-14,18,12,323,0.05572755417956656,0.03715170278637771
Shannon Elementary,0,2014-15,26,14,435,0.059770114942528735,0.03218390804597701
Shannon Elementary,0,2015-16,16,6,224,0.07142857142857142,0.026785714285714284
Shannon Elementary,0,2016-17,15,9,240,0.0625,0.0375
Sheldon Elementary,0,2011-12,23,8,575,0.04,0.01391304347826087
Sheldon Elementary,0,2012-13,24,6,534,0.0449438202247191,0.011235955056179775
Sheldon Elementary,0,2013-14,23,6,336,0.06845238095238096,0.017857142857142856
Sheldon Elementary,0,2014-15,22,6,497,0.04426559356136821,0.012072434607645875
Sheldon Elementary,0,2015-16,11,3,232,0.047413793103448273,0.01293103448275862
Sheldon Elementary,0,2016-17,15,7,265,0.05660377358490566,0.026415094339622643
Stege Elementary,0,2011-12,39,9,445,0.08764044943820225,0.020224719101123594
Stege Elementary,0,2012-13,26,14,472,0.05508474576271186,0.029661016949152543
Stege Elementary,0,2013-14,17,6,282,0.06028368794326241,0.02127659574468085
Stege Elementary,0,2014-15,45,10,438,0.10273972602739725,0.0228310502283105
Stege Elementary,0,2015-16,16,7,183,0.08743169398907104,0.03825136612021858
Stege Elementary,0,2016-17,22,6,181,0.12154696132596685,0.03314917127071823
Tara Hills Elementary,0,2011-12,46,10,724,0.06353591160220995,0.013812154696132596
Tara Hills Elementary,0,2012-13,41,14,756,0.05423280423280423,0.018518518518518517
Tara Hills Elementary,0,2013-14,16,8,486,0.03292181069958848,0.01646090534979424
Tara Hills Elementary,0,2014-15,43,16,677,0.06351550960118169,0.023633677991137372
Tara Hills Elementary,0,2015-16,20,13,326,0.06134969325153374,0.03987730061349693
Tara Hills Elementary,0,2016-17,22,13,354,0.062146892655367235,0.03672316384180791
Think College Now,1,2011-12,18,12,397,0.04534005037783375,0.030226700251889168
Think College Now,1,2012-13,20,12,396,0.050505050505050504,0.030303030303030304
Think College Now,1,2013-14,11,7,242,0.045454545454545456,0.028925619834710745
Think College Now,1,2014-15,14,9,351,0.039886039886039885,0.02564102564102564
Think College Now,1,2015-16,9,5,213,0.04225352112676056,0.023474178403755867
Think College Now,1,2016-17,14,5,191,0.07329842931937172,0.02617801047120419
Thornhill Elementary,1,2011-12,20,15,505,0.039603960396039604,0.0297029702970297
Thornhill Elementary,1,2012-13,6,5,509,0.011787819253438114,0.009823182711198428
Thornhill Elementary,1,2013-14,12,5,330,0.03636363636363636,0.015151515151515152
Thornhill Elementary,1,2014-15,11,6,488,0.022540983606557378,0.012295081967213115
Thornhill Elementary,1,2015-16,9,6,279,0.03225806451612903,0.021505376344086023
Thornhill Elementary,1,2016-17,5,3,248,0.020161290322580645,0.012096774193548387
Valley View Elementary,0,2011-12,40,26,500,0.08,0.052
Valley View Elementary,0,2012-13,19,14,419,0.045346062052505964,0.03341288782816229
Valley View Elementary,0,2013-14,29,16,308,0.09415584415584416,0.05194805194805195
Valley View Elementary,0,2014-15,46,26,415,0.1108433734939759,0.06265060240963856
Valley View Elementary,0,2015-16,21,11,225,0.09333333333333334,0.04888888888888889
Valley View Elementary,0,2016-17,24,17,233,0.10300429184549356,0.07296137339055794
Verde Elementary,0,2011-12,28,11,408,0.06862745098039216,0.02696078431372549
Verde Elementary,0,2012-13,27,5,411,0.06569343065693431,0.012165450121654502
Verde Elementary,0,2013-14,15,3,300,0.05,0.01
Verde Elementary,0,2014-15,28,11,379,0.07387862796833773,0.029023746701846966
Verde Elementary,0,2015-16,13,7,213,0.06103286384976526,0.03286384976525822
Verde Elementary,0,2016-17,15,4,225,0.06666666666666667,0.017777777777777778
Washington Elementary,0,2011-12,28,7,567,0.04938271604938271,0.012345679012345678
Washington Elementary,0,2012-13,28,14,575,0.04869565217391304,0.02434782608695652
Washington Elementary,0,2013-14,19,6,375,0.050666666666666665,0.016
Washington Elementary,0,2014-15,31,13,604,0.05132450331125828,0.02152317880794702
Washington Elementary,0,2015-16,13,8,285,0.0456140350877193,0.028070175438596492
Washington Elementary,0,2016-17,18,6,291,0.061855670103092786,0.020618556701030927
Wilson Elementary,0,2011-12,35,13,745,0.04697986577181208,0.0174496644295302
Wilson Elementary,0,2012-13,23,15,708,0.03248587570621469,0.0211864406779661
Wilson Elementary,0,2013-14,17,6,436,0.0389908256880734,0.013761467889908258
Wilson Elementary,0,2014-15,26,12,613,0.04241435562805873,0.01957585644371941
Wilson Elementary,0,2015-16,19,11,313,0.06070287539936102,0.03514376996805112
Wilson Elementary,0,2016-17,17,13,301,0.05647840531561462,0.04318936877076412
